id,skill_id,type,question_vi,question_en,options,correct_answer,difficulty,hint_vi
SK02_0052,SK02,multiple_choice,Số nào đây là số 72?,Which one is number 72?,"87,84,72,75",72,3,Đây là số 72
SK02_0053,SK02,multiple_choice,Số nào đây là số 73?,Which one is number 73?,"73,83,66,72",73,3,Đây là số 73
SK02_0054,SK02,multiple_choice,Số nào đây là số 75?,Which one is number 75?,"75,77,76,85",75,3,Đây là số 75
SK02_0055,SK02,multiple_choice,Số nào đây là số 77?,Which one is number 77?,"77,85,71,64",77,3,Đây là số 77
SK02_0056,SK02,multiple_choice,Số nào đây là số 78?,Which one is number 78?,"73,92,81,78",78,3,Đây là số 78
SK02_0057,SK02,multiple_choice,Số nào đây là số 80?,Which one is number 80?,"88,80,77,72",80,3,Đây là số 80
SK02_0058,SK02,multiple_choice,Số nào đây là số 82?,Which one is number 82?,"80,82,69,77",82,3,Đây là số 82
SK02_0059,SK02,multiple_choice,Số nào đây là số 83?,Which one is number 83?,"74,83,95,81",83,3,Đây là số 83
SK02_0060,SK02,multiple_choice,Số nào đây là số 85?,Which one is number 85?,"99,85,98,95",85,3,Đây là số 85
SK02_0061,SK02,multiple_choice,Số nào đây là số 87?,Which one is number 87?,"81,87,83,97",87,3,Đây là số 87
SK02_0062,SK02,multiple_choice,Số nào đây là số 88?,Which one is number 88?,"80,88,89,81",88,3,Đây là số 88
SK02_0063,SK02,multiple_choice,Số nào đây là số 90?,Which one is number 90?,"87,90,85,97",90,3,Đây là số 90
SK02_0064,SK02,multiple_choice,Số nào đây là số 92?,Which one is number 92?,"81,97,91,92",92,3,Đây là số 92
SK02_0065,SK02,multiple_choice,Số nào đây là số 93?,Which one is number 93?,"99,93,91,80",93,3,Đây là số 93
SK02_0066,SK02,multiple_choice,Số nào đây là số 95?,Which one is number 95?,"92,81,95,88",95,3,Đây là số 95
SK02_0067,SK02,multiple_choice,Số nào đây là số 97?,Which one is number 97?,"97,94,92,100",97,3,Đây là số 97
SK02_0068,SK02,multiple_choice,Số nào đây là số 98?,Which one is number 98?,"99,83,85,98",98,3,Đây là số 98
SK02_0069,SK02,multiple_choice,Số nào đây là số 100?,Which one is number 100?,"95,86,97,100",100,3,Đây là số 100
SK02_0070,SK02,multiple_choice,Số nào đứng TRƯỚC số 10?,Which number comes BEFORE 10?,"11,7,9,8",9,2,Số trước 10 là 9
SK02_0071,SK02,multiple_choice,Số nào đứng TRƯỚC số 20?,Which number comes BEFORE 20?,"19,17,21,22",19,2,Số trước 20 là 19
SK02_0072,SK02,multiple_choice,Số nào đứng TRƯỚC số 30?,Which number comes BEFORE 30?,"28,31,25,29",29,2,Số trước 30 là 29
SK02_0073,SK02,multiple_choice,Số nào đứng TRƯỚC số 40?,Which number comes BEFORE 40?,"35,39,37,38",39,2,Số trước 40 là 39
SK02_0074,SK02,multiple_choice,Số nào đứng TRƯỚC số 50?,Which number comes BEFORE 50?,"47,49,45,48",49,2,Số trước 50 là 49
SK02_0075,SK02,multiple_choice,Số nào đứng TRƯỚC số 60?,Which number comes BEFORE 60?,"59,55,57,58",59,2,Số trước 60 là 59
SK02_0076,SK02,multiple_choice,Số nào đứng TRƯỚC số 70?,Which number comes BEFORE 70?,"71,69,67,65",69,2,Số trước 70 là 69
SK02_0077,SK02,multiple_choice,Số nào đứng TRƯỚC số 80?,Which number comes BEFORE 80?,"82,79,81,75",79,2,Số trước 80 là 79
SK02_0078,SK02,multiple_choice,Số nào đứng TRƯỚC số 90?,Which number comes BEFORE 90?,"89,92,91,88",89,2,Số trước 90 là 89
SK02_0079,SK02,multiple_choice,Số nào đứng TRƯỚC số 100?,Which number comes BEFORE 100?,"98,97,99,95",99,2,Số trước 100 là 99
SK02_0080,SK02,multiple_choice,Số nào đứng SAU số 0?,Which number comes AFTER 0?,"1,5,3,2",1,2,Số sau 0 là 1
SK02_0081,SK02,multiple_choice,Số nào đứng SAU số 10?,Which number comes AFTER 10?,"13,9,11,12",11,2,Số sau 10 là 11
SK02_0082,SK02,multiple_choice,Số nào đứng SAU số 20?,Which number comes AFTER 20?,"21,30,23,19",21,2,Số sau 20 là 21
SK02_0083,SK02,multiple_choice,Số nào đứng SAU số 30?,Which number comes AFTER 30?,"29,32,31,40",31,2,Số sau 30 là 31
SK02_0084,SK02,multiple_choice,Số nào đứng SAU số 40?,Which number comes AFTER 40?,"41,39,50,45",41,2,Số sau 40 là 41
SK02_0085,SK02,multiple_choice,Số nào đứng SAU số 50?,Which number comes AFTER 50?,"60,52,55,51",51,2,Số sau 50 là 51
SK02_0086,SK02,multiple_choice,Số nào đứng SAU số 60?,Which number comes AFTER 60?,"61,70,65,63",61,2,Số sau 60 là 61
SK02_0087,SK02,multiple_choice,Số nào đứng SAU số 70?,Which number comes AFTER 70?,"71,69,75,73",71,2,Số sau 70 là 71
SK02_0088,SK02,multiple_choice,Số nào đứng SAU số 80?,Which number comes AFTER 80?,"83,81,82,79",81,2,Số sau 80 là 81
SK02_0089,SK02,multiple_choice,Số nào đứng SAU số 90?,Which number comes AFTER 90?,"91,92,93,100",91,2,Số sau 90 là 91
