id,skill_id,type,question_vi,question_en,options,correct_answer,difficulty,hint_vi
SK05_0085,SK05,multiple_choice,Tính tổng: 3 cộng 6,Calculate: 3 plus 6,"12,9,8,11",9,1,3 + 6 = ?
SK05_0086,SK05,multiple_choice,"Bé có 3 cái kẹo, được thêm 7 cái. Bé có tất cả mấy cái?",3 candies plus 7 more. Total?,"13,11,10,8",10,1,Đếm tất cả kẹo lại
SK05_0087,SK05,multiple_choice,3 + 8 = ?,3 + 8 = ?,"14,9,11,13",11,2,Đếm thêm 8 từ số 3
SK05_0088,SK05,multiple_choice,Tính tổng: 3 cộng 9,Calculate: 3 plus 9,"13,15,11,12",12,2,3 + 9 = ?
SK05_0089,SK05,multiple_choice,"Bé có 3 cái kẹo, được thêm 10 cái. Bé có tất cả mấy cái?",3 candies plus 10 more. Total?,"16,11,13,12",13,2,Đếm tất cả kẹo lại
SK05_0090,SK05,multiple_choice,3 + 11 = ?,3 + 11 = ?,"15,14,13,16",14,2,Đếm thêm 11 từ số 3
SK05_0091,SK05,multiple_choice,Tính tổng: 3 cộng 12,Calculate: 3 plus 12,"17,16,14,15",15,2,3 + 12 = ?
SK05_0092,SK05,multiple_choice,"Bé có 3 cái kẹo, được thêm 13 cái. Bé có tất cả mấy cái?",3 candies plus 13 more. Total?,"19,18,16,14",16,2,Đếm tất cả kẹo lại
SK05_0093,SK05,multiple_choice,3 + 14 = ?,3 + 14 = ?,"16,17,20,15",17,2,Đếm thêm 14 từ số 3
SK05_0094,SK05,multiple_choice,Tính tổng: 3 cộng 15,Calculate: 3 plus 15,"20,18,21,16",18,2,3 + 15 = ?
SK05_0095,SK05,multiple_choice,"Bé có 3 cái kẹo, được thêm 16 cái. Bé có tất cả mấy cái?",3 candies plus 16 more. Total?,"22,19,20,17",19,2,Đếm tất cả kẹo lại
SK05_0096,SK05,multiple_choice,3 + 17 = ?,3 + 17 = ?,"20,22,23,21",20,2,Đếm thêm 17 từ số 3
SK05_0097,SK05,multiple_choice,Tính tổng: 3 cộng 18,Calculate: 3 plus 18,"22,21,24,23",21,3,3 + 18 = ?
SK05_0098,SK05,multiple_choice,"Bé có 3 cái kẹo, được thêm 19 cái. Bé có tất cả mấy cái?",3 candies plus 19 more. Total?,"23,20,22,21",22,3,Đếm tất cả kẹo lại
SK05_0099,SK05,multiple_choice,3 + 20 = ?,3 + 20 = ?,"23,25,26,24",23,3,Đếm thêm 20 từ số 3
SK05_0100,SK05,multiple_choice,Tính tổng: 3 cộng 21,Calculate: 3 plus 21,"23,25,24,22",24,3,3 + 21 = ?
SK05_0101,SK05,multiple_choice,"Bé có 3 cái kẹo, được thêm 22 cái. Bé có tất cả mấy cái?",3 candies plus 22 more. Total?,"24,23,26,25",25,3,Đếm tất cả kẹo lại
SK05_0102,SK05,multiple_choice,3 + 23 = ?,3 + 23 = ?,"24,25,28,26",26,3,Đếm thêm 23 từ số 3
SK05_0103,SK05,multiple_choice,Tính tổng: 3 cộng 24,Calculate: 3 plus 24,"26,29,27,30",27,3,3 + 24 = ?
SK05_0104,SK05,multiple_choice,"Bé có 3 cái kẹo, được thêm 25 cái. Bé có tất cả mấy cái?",3 candies plus 25 more. Total?,"27,30,28,26",28,3,Đếm tất cả kẹo lại
SK05_0105,SK05,multiple_choice,4 + 0 = ?,4 + 0 = ?,"2,4,7,6",4,1,Đếm thêm 0 từ số 4
SK05_0106,SK05,multiple_choice,Tính tổng: 4 cộng 1,Calculate: 4 plus 1,"5,4,8,7",5,1,4 + 1 = ?
SK05_0107,SK05,multiple_choice,"Bé có 4 cái kẹo, được thêm 2 cái. Bé có tất cả mấy cái?",4 candies plus 2 more. Total?,"4,6,7,8",6,1,Đếm tất cả kẹo lại
SK05_0108,SK05,multiple_choice,4 + 3 = ?,4 + 3 = ?,"10,8,5,7",7,1,Đếm thêm 3 từ số 4
SK05_0109,SK05,multiple_choice,Tính tổng: 4 cộng 4,Calculate: 4 plus 4,"8,10,11,9",8,1,4 + 4 = ?
SK05_0110,SK05,multiple_choice,"Bé có 4 cái kẹo, được thêm 5 cái. Bé có tất cả mấy cái?",4 candies plus 5 more. Total?,"12,8,11,9",9,1,Đếm tất cả kẹo lại
SK05_0111,SK05,multiple_choice,4 + 6 = ?,4 + 6 = ?,"9,10,11,13",10,1,Đếm thêm 6 từ số 4
SK05_0112,SK05,multiple_choice,Tính tổng: 4 cộng 7,Calculate: 4 plus 7,"13,14,10,11",11,2,4 + 7 = ?
SK05_0113,SK05,multiple_choice,"Bé có 4 cái kẹo, được thêm 8 cái. Bé có tất cả mấy cái?",4 candies plus 8 more. Total?,"12,13,11,14",12,2,Đếm tất cả kẹo lại
SK05_0114,SK05,multiple_choice,4 + 9 = ?,4 + 9 = ?,"12,11,13,14",13,2,Đếm thêm 9 từ số 4
SK05_0115,SK05,multiple_choice,Tính tổng: 4 cộng 10,Calculate: 4 plus 10,"14,16,15,13",14,2,4 + 10 = ?
SK05_0116,SK05,multiple_choice,"Bé có 4 cái kẹo, được thêm 11 cái. Bé có tất cả mấy cái?",4 candies plus 11 more. Total?,"15,13,16,17",15,2,Đếm tất cả kẹo lại
SK05_0117,SK05,multiple_choice,4 + 12 = ?,4 + 12 = ?,"17,16,19,14",16,2,Đếm thêm 12 từ số 4
SK05_0118,SK05,multiple_choice,Tính tổng: 4 cộng 13,Calculate: 4 plus 13,"19,17,15,20",17,2,4 + 13 = ?
SK05_0119,SK05,multiple_choice,"Bé có 4 cái kẹo, được thêm 14 cái. Bé có tất cả mấy cái?",4 candies plus 14 more. Total?,"20,21,18,16",18,2,Đếm tất cả kẹo lại
SK05_0120,SK05,multiple_choice,4 + 15 = ?,4 + 15 = ?,"17,18,20,19",19,2,Đếm thêm 15 từ số 4
SK05_0121,SK05,multiple_choice,Tính tổng: 4 cộng 16,Calculate: 4 plus 16,"23,20,18,19",20,2,4 + 16 = ?
SK05_0122,SK05,multiple_choice,"Bé có 4 cái kẹo, được thêm 17 cái. Bé có tất cả mấy cái?",4 candies plus 17 more. Total?,"22,20,21,24",21,3,Đếm tất cả kẹo lại
SK05_0123,SK05,multiple_choice,4 + 18 = ?,4 + 18 = ?,"22,25,21,20",22,3,Đếm thêm 18 từ số 4
SK05_0124,SK05,multiple_choice,Tính tổng: 4 cộng 19,Calculate: 4 plus 19,"24,23,21,25",23,3,4 + 19 = ?
SK05_0125,SK05,multiple_choice,"Bé có 4 cái kẹo, được thêm 20 cái. Bé có tất cả mấy cái?",4 candies plus 20 more. Total?,"23,24,26,27",24,3,Đếm tất cả kẹo lại
SK05_0126,SK05,multiple_choice,4 + 21 = ?,4 + 21 = ?,"27,25,26,28",25,3,Đếm thêm 21 từ số 4
SK05_0127,SK05,multiple_choice,Tính tổng: 4 cộng 22,Calculate: 4 plus 22,"28,26,27,25",26,3,4 + 22 = ?
SK05_0128,SK05,multiple_choice,"Bé có 4 cái kẹo, được thêm 23 cái. Bé có tất cả mấy cái?",4 candies plus 23 more. Total?,"29,30,26,27",27,3,Đếm tất cả kẹo lại
SK05_0129,SK05,multiple_choice,4 + 24 = ?,4 + 24 = ?,"27,29,28,26",28,3,Đếm thêm 24 từ số 4
SK05_0130,SK05,multiple_choice,Tính tổng: 4 cộng 25,Calculate: 4 plus 25,"29,28,27,32",29,3,4 + 25 = ?
SK05_0131,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 0 cái. Bé có tất cả mấy cái?",5 candies plus 0 more. Total?,"7,8,4,5",5,1,Đếm tất cả kẹo lại
SK05_0132,SK05,multiple_choice,5 + 1 = ?,5 + 1 = ?,"4,6,9,8",6,1,Đếm thêm 1 từ số 5
SK05_0133,SK05,multiple_choice,Tính tổng: 5 cộng 2,Calculate: 5 plus 2,"7,5,9,8",7,1,5 + 2 = ?
SK05_0134,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 3 cái. Bé có tất cả mấy cái?",5 candies plus 3 more. Total?,"6,11,9,8",8,1,Đếm tất cả kẹo lại
SK05_0135,SK05,multiple_choice,5 + 4 = ?,5 + 4 = ?,"11,8,9,12",9,1,Đếm thêm 4 từ số 5
SK05_0136,SK05,multiple_choice,Tính tổng: 5 cộng 5,Calculate: 5 plus 5,"10,12,8,13",10,1,5 + 5 = ?
SK05_0137,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 6 cái. Bé có tất cả mấy cái?",5 candies plus 6 more. Total?,"10,11,12,13",11,2,Đếm tất cả kẹo lại
SK05_0138,SK05,multiple_choice,5 + 7 = ?,5 + 7 = ?,"10,15,12,11",12,2,Đếm thêm 7 từ số 5
SK05_0139,SK05,multiple_choice,Tính tổng: 5 cộng 8,Calculate: 5 plus 8,"14,12,11,13",13,2,5 + 8 = ?
SK05_0140,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 9 cái. Bé có tất cả mấy cái?",5 candies plus 9 more. Total?,"12,17,14,15",14,2,Đếm tất cả kẹo lại
SK05_0141,SK05,multiple_choice,5 + 10 = ?,5 + 10 = ?,"14,17,15,18",15,2,Đếm thêm 10 từ số 5
SK05_0142,SK05,multiple_choice,Tính tổng: 5 cộng 11,Calculate: 5 plus 11,"14,16,15,19",16,2,5 + 11 = ?
SK05_0143,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 12 cái. Bé có tất cả mấy cái?",5 candies plus 12 more. Total?,"17,15,16,18",17,2,Đếm tất cả kẹo lại
SK05_0144,SK05,multiple_choice,5 + 13 = ?,5 + 13 = ?,"21,18,20,17",18,2,Đếm thêm 13 từ số 5
SK05_0145,SK05,multiple_choice,Tính tổng: 5 cộng 14,Calculate: 5 plus 14,"22,19,17,21",19,2,5 + 14 = ?
SK05_0146,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 15 cái. Bé có tất cả mấy cái?",5 candies plus 15 more. Total?,"18,23,20,21",20,2,Đếm tất cả kẹo lại
SK05_0147,SK05,multiple_choice,5 + 16 = ?,5 + 16 = ?,"22,20,21,24",21,3,Đếm thêm 16 từ số 5
SK05_0148,SK05,multiple_choice,Tính tổng: 5 cộng 17,Calculate: 5 plus 17,"25,23,22,21",22,3,5 + 17 = ?
SK05_0149,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 18 cái. Bé có tất cả mấy cái?",5 candies plus 18 more. Total?,"26,24,23,25",23,3,Đếm tất cả kẹo lại
SK05_0150,SK05,multiple_choice,5 + 19 = ?,5 + 19 = ?,"22,26,23,24",24,3,Đếm thêm 19 từ số 5
SK05_0151,SK05,multiple_choice,Tính tổng: 5 cộng 20,Calculate: 5 plus 20,"25,23,26,24",25,3,5 + 20 = ?
SK05_0152,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 21 cái. Bé có tất cả mấy cái?",5 candies plus 21 more. Total?,"25,26,28,24",26,3,Đếm tất cả kẹo lại
SK05_0153,SK05,multiple_choice,5 + 22 = ?,5 + 22 = ?,"27,26,30,25",27,3,Đếm thêm 22 từ số 5
SK05_0154,SK05,multiple_choice,Tính tổng: 5 cộng 23,Calculate: 5 plus 23,"28,31,26,30",28,3,5 + 23 = ?
SK05_0155,SK05,multiple_choice,"Bé có 5 cái kẹo, được thêm 24 cái. Bé có tất cả mấy cái?",5 candies plus 24 more. Total?,"31,29,27,32",29,3,Đếm tất cả kẹo lại
SK05_0156,SK05,multiple_choice,5 + 25 = ?,5 + 25 = ?,"31,30,28,32",30,3,Đếm thêm 25 từ số 5
SK05_0157,SK05,multiple_choice,Tính tổng: 6 cộng 0,Calculate: 6 plus 0,"9,7,8,6",6,1,6 + 0 = ?
SK05_0158,SK05,multiple_choice,"Bé có 6 cái kẹo, được thêm 1 cái. Bé có tất cả mấy cái?",6 candies plus 1 more. Total?,"7,6,9,8",7,1,Đếm tất cả kẹo lại
SK05_0159,SK05,multiple_choice,6 + 2 = ?,6 + 2 = ?,"9,6,8,7",8,1,Đếm thêm 2 từ số 6
SK05_0160,SK05,multiple_choice,Tính tổng: 6 cộng 3,Calculate: 6 plus 3,"11,9,7,8",9,1,6 + 3 = ?
SK05_0161,SK05,multiple_choice,"Bé có 6 cái kẹo, được thêm 4 cái. Bé có tất cả mấy cái?",6 candies plus 4 more. Total?,"8,9,13,10",10,1,Đếm tất cả kẹo lại
SK05_0162,SK05,multiple_choice,6 + 5 = ?,6 + 5 = ?,"11,13,14,10",11,2,Đếm thêm 5 từ số 6
SK05_0163,SK05,multiple_choice,Tính tổng: 6 cộng 6,Calculate: 6 plus 6,"12,13,11,14",12,2,6 + 6 = ?
SK05_0164,SK05,multiple_choice,"Bé có 6 cái kẹo, được thêm 7 cái. Bé có tất cả mấy cái?",6 candies plus 7 more. Total?,"12,13,16,14",13,2,Đếm tất cả kẹo lại
SK05_0165,SK05,multiple_choice,6 + 8 = ?,6 + 8 = ?,"14,15,13,17",14,2,Đếm thêm 8 từ số 6
SK05_0166,SK05,multiple_choice,Tính tổng: 6 cộng 9,Calculate: 6 plus 9,"16,17,15,14",15,2,6 + 9 = ?
SK05_0167,SK05,multiple_choice,"Bé có 6 cái kẹo, được thêm 10 cái. Bé có tất cả mấy cái?",6 candies plus 10 more. Total?,"14,17,16,19",16,2,Đếm tất cả kẹo lại
SK05_0168,SK05,multiple_choice,6 + 11 = ?,6 + 11 = ?,"15,18,19,17",17,2,Đếm thêm 11 từ số 6
SK05_0169,SK05,multiple_choice,Tính tổng: 6 cộng 12,Calculate: 6 plus 12,"16,19,18,17",18,2,6 + 12 = ?
SK05_0170,SK05,multiple_choice,"Bé có 6 cái kẹo, được thêm 13 cái. Bé có tất cả mấy cái?",6 candies plus 13 more. Total?,"20,21,19,22",19,2,Đếm tất cả kẹo lại
SK05_0171,SK05,multiple_choice,6 + 14 = ?,6 + 14 = ?,"22,19,18,20",20,2,Đếm thêm 14 từ số 6
SK05_0172,SK05,multiple_choice,Tính tổng: 6 cộng 15,Calculate: 6 plus 15,"24,19,23,21",21,3,6 + 15 = ?
SK05_0173,SK05,multiple_choice,"Bé có 6 cái kẹo, được thêm 16 cái. Bé có tất cả mấy cái?",6 candies plus 16 more. Total?,"23,21,24,22",22,3,Đếm tất cả kẹo lại
SK05_0174,SK05,multiple_choice,6 + 17 = ?,6 + 17 = ?,"25,22,21,23",23,3,Đếm thêm 17 từ số 6
SK05_0175,SK05,multiple_choice,Tính tổng: 6 cộng 18,Calculate: 6 plus 18,"24,27,22,26",24,3,6 + 18 = ?
