id,skill_id,type,question_vi,question_en,options,correct_answer,difficulty,hint_vi
SK03_0064,SK03,fill_blank,Điền số còn thiếu: 14 _ 16,Fill the blank: 14 _ 16,,15,1,Số nằm giữa 14 và 16
SK03_0065,SK03,fill_blank,Điền số còn thiếu: 15 _ 17,Fill the blank: 15 _ 17,,16,1,Số nằm giữa 15 và 17
SK03_0066,SK03,fill_blank,Điền số còn thiếu: 16 _ 18,Fill the blank: 16 _ 18,,17,2,Số nằm giữa 16 và 18
SK03_0067,SK03,fill_blank,Điền số còn thiếu: 17 _ 19,Fill the blank: 17 _ 19,,18,2,Số nằm giữa 17 và 19
SK03_0068,SK03,fill_blank,Điền số còn thiếu: 18 _ 20,Fill the blank: 18 _ 20,,19,2,Số nằm giữa 18 và 20
SK03_0069,SK03,fill_blank,Điền số còn thiếu: 19 _ 21,Fill the blank: 19 _ 21,,20,2,Số nằm giữa 19 và 21
SK03_0070,SK03,fill_blank,Điền số còn thiếu: 20 _ 22,Fill the blank: 20 _ 22,,21,2,Số nằm giữa 20 và 22
SK03_0071,SK03,fill_blank,Điền số còn thiếu: 21 _ 23,Fill the blank: 21 _ 23,,22,2,Số nằm giữa 21 và 23
SK03_0072,SK03,fill_blank,Điền số còn thiếu: 22 _ 24,Fill the blank: 22 _ 24,,23,2,Số nằm giữa 22 và 24
SK03_0073,SK03,fill_blank,Điền số còn thiếu: 23 _ 25,Fill the blank: 23 _ 25,,24,2,Số nằm giữa 23 và 25
SK03_0074,SK03,fill_blank,Điền số còn thiếu: 24 _ 26,Fill the blank: 24 _ 26,,25,2,Số nằm giữa 24 và 26
SK03_0075,SK03,fill_blank,Điền số còn thiếu: 25 _ 27,Fill the blank: 25 _ 27,,26,2,Số nằm giữa 25 và 27
SK03_0076,SK03,fill_blank,Điền số còn thiếu: 26 _ 28,Fill the blank: 26 _ 28,,27,2,Số nằm giữa 26 và 28
SK03_0077,SK03,fill_blank,Điền số còn thiếu: 27 _ 29,Fill the blank: 27 _ 29,,28,2,Số nằm giữa 27 và 29
SK03_0078,SK03,fill_blank,Điền số còn thiếu: 28 _ 30,Fill the blank: 28 _ 30,,29,2,Số nằm giữa 28 và 30
SK03_0079,SK03,fill_blank,Điền số còn thiếu: 29 _ 31,Fill the blank: 29 _ 31,,30,2,Số nằm giữa 29 và 31
SK03_0080,SK03,fill_blank,Điền số còn thiếu: 30 _ 32,Fill the blank: 30 _ 32,,31,2,Số nằm giữa 30 và 32
SK03_0081,SK03,multiple_choice,Có bao nhiêu bước từ 1 đến 4?,How many steps from 1 to 4?,"5,4,2,3",3,2,Đếm từ 1 đến 4: 1 2 3 4
SK03_0082,SK03,multiple_choice,Có bao nhiêu bước từ 1 đến 5?,How many steps from 1 to 5?,"5,6,3,4",4,2,Đếm từ 1 đến 5: 1 2 3 4 5
SK03_0083,SK03,multiple_choice,Có bao nhiêu bước từ 1 đến 6?,How many steps from 1 to 6?,"4,5,6,7",5,2,Đếm từ 1 đến 6: 1 2 3 4 5 6
SK03_0084,SK03,multiple_choice,Có bao nhiêu bước từ 1 đến 7?,How many steps from 1 to 7?,"6,8,5,7",6,2,Đếm từ 1 đến 7: 1 2 3 4 5 6 7
SK03_0085,SK03,multiple_choice,Có bao nhiêu bước từ 2 đến 5?,How many steps from 2 to 5?,"5,4,2,3",3,2,Đếm từ 2 đến 5: 2 3 4 5
SK03_0086,SK03,multiple_choice,Có bao nhiêu bước từ 2 đến 6?,How many steps from 2 to 6?,"5,4,6,3",4,2,Đếm từ 2 đến 6: 2 3 4 5 6
SK03_0087,SK03,multiple_choice,Có bao nhiêu bước từ 2 đến 7?,How many steps from 2 to 7?,"4,7,5,6",5,2,Đếm từ 2 đến 7: 2 3 4 5 6 7
SK03_0088,SK03,multiple_choice,Có bao nhiêu bước từ 2 đến 8?,How many steps from 2 to 8?,"7,8,6,5",6,2,Đếm từ 2 đến 8: 2 3 4 5 6 7 8
SK03_0089,SK03,multiple_choice,Có bao nhiêu bước từ 3 đến 6?,How many steps from 3 to 6?,"4,2,3,5",3,2,Đếm từ 3 đến 6: 3 4 5 6
SK03_0090,SK03,multiple_choice,Có bao nhiêu bước từ 3 đến 7?,How many steps from 3 to 7?,"3,5,4,6",4,2,Đếm từ 3 đến 7: 3 4 5 6 7
SK03_0091,SK03,multiple_choice,Có bao nhiêu bước từ 3 đến 8?,How many steps from 3 to 8?,"5,4,7,6",5,2,Đếm từ 3 đến 8: 3 4 5 6 7 8
SK03_0092,SK03,multiple_choice,Có bao nhiêu bước từ 3 đến 9?,How many steps from 3 to 9?,"7,8,6,5",6,2,Đếm từ 3 đến 9: 3 4 5 6 7 8 9
SK03_0093,SK03,multiple_choice,Có bao nhiêu bước từ 4 đến 7?,How many steps from 4 to 7?,"5,4,3,2",3,2,Đếm từ 4 đến 7: 4 5 6 7
SK03_0094,SK03,multiple_choice,Có bao nhiêu bước từ 4 đến 8?,How many steps from 4 to 8?,"3,4,5,6",4,2,Đếm từ 4 đến 8: 4 5 6 7 8
SK03_0095,SK03,multiple_choice,Có bao nhiêu bước từ 4 đến 9?,How many steps from 4 to 9?,"4,5,7,6",5,2,Đếm từ 4 đến 9: 4 5 6 7 8 9
SK03_0096,SK03,multiple_choice,Có bao nhiêu bước từ 4 đến 10?,How many steps from 4 to 10?,"7,6,8,5",6,2,Đếm từ 4 đến 10: 4 5 6 7 8 9 10
SK03_0097,SK03,multiple_choice,Có bao nhiêu bước từ 5 đến 8?,How many steps from 5 to 8?,"5,4,3,2",3,2,Đếm từ 5 đến 8: 5 6 7 8
SK03_0098,SK03,multiple_choice,Có bao nhiêu bước từ 5 đến 9?,How many steps from 5 to 9?,"6,3,4,5",4,2,Đếm từ 5 đến 9: 5 6 7 8 9
SK03_0099,SK03,multiple_choice,Có bao nhiêu bước từ 5 đến 10?,How many steps from 5 to 10?,"7,4,5,6",5,2,Đếm từ 5 đến 10: 5 6 7 8 9 10
SK03_0100,SK03,multiple_choice,Có bao nhiêu bước từ 5 đến 11?,How many steps from 5 to 11?,"6,8,5,7",6,2,Đếm từ 5 đến 11: 5 6 7 8 9 10 11
SK03_0101,SK03,multiple_choice,Có bao nhiêu bước từ 6 đến 9?,How many steps from 6 to 9?,"2,3,4,5",3,2,Đếm từ 6 đến 9: 6 7 8 9
SK03_0102,SK03,multiple_choice,Có bao nhiêu bước từ 6 đến 10?,How many steps from 6 to 10?,"3,5,6,4",4,2,Đếm từ 6 đến 10: 6 7 8 9 10
SK03_0103,SK03,multiple_choice,Có bao nhiêu bước từ 6 đến 11?,How many steps from 6 to 11?,"5,4,6,7",5,2,Đếm từ 6 đến 11: 6 7 8 9 10 11
SK03_0104,SK03,multiple_choice,Có bao nhiêu bước từ 6 đến 12?,How many steps from 6 to 12?,"6,7,5,8",6,2,Đếm từ 6 đến 12: 6 7 8 9 10 11 12
SK03_0105,SK03,multiple_choice,Có bao nhiêu bước từ 7 đến 10?,How many steps from 7 to 10?,"5,2,3,4",3,2,Đếm từ 7 đến 10: 7 8 9 10
SK03_0106,SK03,multiple_choice,Có bao nhiêu bước từ 7 đến 11?,How many steps from 7 to 11?,"3,5,6,4",4,2,Đếm từ 7 đến 11: 7 8 9 10 11
SK03_0107,SK03,multiple_choice,Có bao nhiêu bước từ 7 đến 12?,How many steps from 7 to 12?,"6,7,5,4",5,2,Đếm từ 7 đến 12: 7 8 9 10 11 12
SK03_0108,SK03,multiple_choice,Có bao nhiêu bước từ 7 đến 13?,How many steps from 7 to 13?,"8,5,6,7",6,2,Đếm từ 7 đến 13: 7 8 9 10 11 12 13
SK03_0109,SK03,multiple_choice,Có bao nhiêu bước từ 8 đến 11?,How many steps from 8 to 11?,"4,2,3,5",3,2,Đếm từ 8 đến 11: 8 9 10 11
SK03_0110,SK03,multiple_choice,Có bao nhiêu bước từ 8 đến 12?,How many steps from 8 to 12?,"3,5,6,4",4,2,Đếm từ 8 đến 12: 8 9 10 11 12
SK03_0111,SK03,multiple_choice,Có bao nhiêu bước từ 8 đến 13?,How many steps from 8 to 13?,"5,4,7,6",5,2,Đếm từ 8 đến 13: 8 9 10 11 12 13
SK03_0112,SK03,multiple_choice,Có bao nhiêu bước từ 8 đến 14?,How many steps from 8 to 14?,"8,6,7,5",6,2,Đếm từ 8 đến 14: 8 9 10 11 12 13 14
SK03_0113,SK03,multiple_choice,Có bao nhiêu bước từ 9 đến 12?,How many steps from 9 to 12?,"2,5,4,3",3,2,Đếm từ 9 đến 12: 9 10 11 12
SK03_0114,SK03,multiple_choice,Có bao nhiêu bước từ 9 đến 13?,How many steps from 9 to 13?,"4,6,5,3",4,2,Đếm từ 9 đến 13: 9 10 11 12 13
SK03_0115,SK03,multiple_choice,Có bao nhiêu bước từ 9 đến 14?,How many steps from 9 to 14?,"7,4,6,5",5,2,Đếm từ 9 đến 14: 9 10 11 12 13 14
SK03_0116,SK03,multiple_choice,Có bao nhiêu bước từ 9 đến 15?,How many steps from 9 to 15?,"6,5,7,8",6,2,Đếm từ 9 đến 15: 9 10 11 12 13 14 15
SK03_0117,SK03,multiple_choice,Có bao nhiêu bước từ 10 đến 13?,How many steps from 10 to 13?,"5,2,3,4",3,2,Đếm từ 10 đến 13: 10 11 12 13
SK03_0118,SK03,multiple_choice,Có bao nhiêu bước từ 10 đến 14?,How many steps from 10 to 14?,"6,4,3,5",4,2,Đếm từ 10 đến 14: 10 11 12 13 14
SK03_0119,SK03,multiple_choice,Có bao nhiêu bước từ 10 đến 15?,How many steps from 10 to 15?,"7,5,4,6",5,2,Đếm từ 10 đến 15: 10 11 12 13 14 15
SK03_0120,SK03,multiple_choice,Có bao nhiêu bước từ 10 đến 16?,How many steps from 10 to 16?,"7,8,6,5",6,2,Đếm từ 10 đến 16: 10 11 12 13 14 15 16
SK03_0121,SK03,multiple_choice,Có bao nhiêu bước từ 11 đến 14?,How many steps from 11 to 14?,"5,3,2,4",3,2,Đếm từ 11 đến 14: 11 12 13 14
SK03_0122,SK03,multiple_choice,Có bao nhiêu bước từ 11 đến 15?,How many steps from 11 to 15?,"6,4,5,3",4,2,Đếm từ 11 đến 15: 11 12 13 14 15
SK03_0123,SK03,multiple_choice,Có bao nhiêu bước từ 11 đến 16?,How many steps from 11 to 16?,"5,7,6,4",5,2,Đếm từ 11 đến 16: 11 12 13 14 15 16
SK03_0124,SK03,multiple_choice,Có bao nhiêu bước từ 11 đến 17?,How many steps from 11 to 17?,"7,8,5,6",6,2,Đếm từ 11 đến 17: 11 12 13 14 15 16 17
SK03_0125,SK03,multiple_choice,Có bao nhiêu bước từ 12 đến 15?,How many steps from 12 to 15?,"3,2,4,5",3,2,Đếm từ 12 đến 15: 12 13 14 15
SK03_0126,SK03,multiple_choice,Có bao nhiêu bước từ 12 đến 16?,How many steps from 12 to 16?,"6,5,3,4",4,2,Đếm từ 12 đến 16: 12 13 14 15 16
SK03_0127,SK03,multiple_choice,Có bao nhiêu bước từ 12 đến 17?,How many steps from 12 to 17?,"4,7,6,5",5,2,Đếm từ 12 đến 17: 12 13 14 15 16 17
SK03_0128,SK03,multiple_choice,Có bao nhiêu bước từ 12 đến 18?,How many steps from 12 to 18?,"5,6,8,7",6,2,Đếm từ 12 đến 18: 12 13 14 15 16 17 18
SK03_0129,SK03,multiple_choice,Có bao nhiêu bước từ 13 đến 16?,How many steps from 13 to 16?,"2,5,4,3",3,2,Đếm từ 13 đến 16: 13 14 15 16
SK03_0130,SK03,multiple_choice,Có bao nhiêu bước từ 13 đến 17?,How many steps from 13 to 17?,"4,6,3,5",4,2,Đếm từ 13 đến 17: 13 14 15 16 17
SK03_0131,SK03,multiple_choice,Có bao nhiêu bước từ 13 đến 18?,How many steps from 13 to 18?,"5,4,6,7",5,2,Đếm từ 13 đến 18: 13 14 15 16 17 18
SK03_0132,SK03,multiple_choice,Có bao nhiêu bước từ 13 đến 19?,How many steps from 13 to 19?,"7,6,8,5",6,2,Đếm từ 13 đến 19: 13 14 15 16 17 18 19
SK03_0133,SK03,multiple_choice,Có bao nhiêu bước từ 14 đến 17?,How many steps from 14 to 17?,"5,3,2,4",3,2,Đếm từ 14 đến 17: 14 15 16 17
SK03_0134,SK03,multiple_choice,Có bao nhiêu bước từ 14 đến 18?,How many steps from 14 to 18?,"5,3,6,4",4,2,Đếm từ 14 đến 18: 14 15 16 17 18
SK03_0135,SK03,multiple_choice,Có bao nhiêu bước từ 14 đến 19?,How many steps from 14 to 19?,"6,4,5,7",5,2,Đếm từ 14 đến 19: 14 15 16 17 18 19
SK03_0136,SK03,multiple_choice,Có bao nhiêu bước từ 14 đến 20?,How many steps from 14 to 20?,"5,6,8,7",6,2,Đếm từ 14 đến 20: 14 15 16 17 18 19 20
SK03_0137,SK03,multiple_choice,Có bao nhiêu bước từ 15 đến 18?,How many steps from 15 to 18?,"5,4,3,2",3,2,Đếm từ 15 đến 18: 15 16 17 18
SK03_0138,SK03,multiple_choice,Có bao nhiêu bước từ 15 đến 19?,How many steps from 15 to 19?,"6,5,4,3",4,2,Đếm từ 15 đến 19: 15 16 17 18 19
SK03_0139,SK03,multiple_choice,Có bao nhiêu bước từ 15 đến 20?,How many steps from 15 to 20?,"5,7,6,4",5,2,Đếm từ 15 đến 20: 15 16 17 18 19 20
SK03_0140,SK03,multiple_choice,Có bao nhiêu bước từ 15 đến 21?,How many steps from 15 to 21?,"7,8,6,5",6,2,Đếm từ 15 đến 21: 15 16 17 18 19 20 21
SK03_0141,SK03,multiple_choice,Có bao nhiêu bước từ 16 đến 19?,How many steps from 16 to 19?,"4,2,3,5",3,2,Đếm từ 16 đến 19: 16 17 18 19
SK03_0142,SK03,multiple_choice,Có bao nhiêu bước từ 16 đến 20?,How many steps from 16 to 20?,"4,6,3,5",4,2,Đếm từ 16 đến 20: 16 17 18 19 20
SK03_0143,SK03,multiple_choice,Có bao nhiêu bước từ 16 đến 21?,How many steps from 16 to 21?,"4,7,6,5",5,2,Đếm từ 16 đến 21: 16 17 18 19 20 21
SK03_0144,SK03,multiple_choice,Có bao nhiêu bước từ 16 đến 22?,How many steps from 16 to 22?,"7,8,5,6",6,2,Đếm từ 16 đến 22: 16 17 18 19 20 21 22
SK03_0145,SK03,multiple_choice,Có bao nhiêu bước từ 17 đến 20?,How many steps from 17 to 20?,"5,4,3,2",3,2,Đếm từ 17 đến 20: 17 18 19 20
SK03_0146,SK03,multiple_choice,Có bao nhiêu bước từ 17 đến 21?,How many steps from 17 to 21?,"4,3,5,6",4,2,Đếm từ 17 đến 21: 17 18 19 20 21
SK03_0147,SK03,multiple_choice,Có bao nhiêu bước từ 17 đến 22?,How many steps from 17 to 22?,"4,5,7,6",5,2,Đếm từ 17 đến 22: 17 18 19 20 21 22
SK03_0148,SK03,multiple_choice,Có bao nhiêu bước từ 17 đến 23?,How many steps from 17 to 23?,"5,8,6,7",6,2,Đếm từ 17 đến 23: 17 18 19 20 21 22 23
SK03_0149,SK03,multiple_choice,Có bao nhiêu bước từ 18 đến 21?,How many steps from 18 to 21?,"5,2,3,4",3,2,Đếm từ 18 đến 21: 18 19 20 21
SK03_0150,SK03,multiple_choice,Có bao nhiêu bước từ 18 đến 22?,How many steps from 18 to 22?,"3,5,4,6",4,2,Đếm từ 18 đến 22: 18 19 20 21 22
SK03_0151,SK03,multiple_choice,Có bao nhiêu bước từ 18 đến 23?,How many steps from 18 to 23?,"5,4,7,6",5,2,Đếm từ 18 đến 23: 18 19 20 21 22 23
SK03_0152,SK03,multiple_choice,Có bao nhiêu bước từ 18 đến 24?,How many steps from 18 to 24?,"8,6,5,7",6,2,Đếm từ 18 đến 24: 18 19 20 21 22 23 24
SK03_0153,SK03,multiple_choice,Có bao nhiêu bước từ 19 đến 22?,How many steps from 19 to 22?,"3,5,4,2",3,2,Đếm từ 19 đến 22: 19 20 21 22
SK03_0154,SK03,multiple_choice,Có bao nhiêu bước từ 19 đến 23?,How many steps from 19 to 23?,"4,6,5,3",4,2,Đếm từ 19 đến 23: 19 20 21 22 23
SK03_0155,SK03,multiple_choice,Có bao nhiêu bước từ 19 đến 24?,How many steps from 19 to 24?,"5,6,7,4",5,2,Đếm từ 19 đến 24: 19 20 21 22 23 24
SK03_0156,SK03,multiple_choice,Có bao nhiêu bước từ 19 đến 25?,How many steps from 19 to 25?,"7,6,5,8",6,2,Đếm từ 19 đến 25: 19 20 21 22 23 24 25
SK03_0157,SK03,multiple_choice,Có bao nhiêu bước từ 20 đến 23?,How many steps from 20 to 23?,"2,3,5,4",3,2,Đếm từ 20 đến 23: 20 21 22 23
SK03_0158,SK03,multiple_choice,Có bao nhiêu bước từ 20 đến 24?,How many steps from 20 to 24?,"3,6,5,4",4,2,Đếm từ 20 đến 24: 20 21 22 23 24
SK03_0159,SK03,multiple_choice,Có bao nhiêu bước từ 20 đến 25?,How many steps from 20 to 25?,"4,5,7,6",5,2,Đếm từ 20 đến 25: 20 21 22 23 24 25
SK03_0160,SK03,multiple_choice,Có bao nhiêu bước từ 20 đến 26?,How many steps from 20 to 26?,"6,7,8,5",6,2,Đếm từ 20 đến 26: 20 21 22 23 24 25 26
SK03_0161,SK03,fill_blank,Đếm cách 2: 0 2 4 _ 8,Count by 2: 0 2 4 _ 8,,6,2,Mỗi bước cộng thêm 2
SK03_0162,SK03,fill_blank,Đếm cách 2: 2 4 6 _ 10,Count by 2: 2 4 6 _ 10,,8,2,Mỗi bước cộng thêm 2
SK03_0163,SK03,fill_blank,Đếm cách 2: 4 6 8 _ 12,Count by 2: 4 6 8 _ 12,,10,2,Mỗi bước cộng thêm 2
SK03_0164,SK03,fill_blank,Đếm cách 2: 6 8 10 _ 14,Count by 2: 6 8 10 _ 14,,12,2,Mỗi bước cộng thêm 2
SK03_0165,SK03,fill_blank,Đếm cách 2: 8 10 12 _ 16,Count by 2: 8 10 12 _ 16,,14,2,Mỗi bước cộng thêm 2
SK03_0166,SK03,fill_blank,Đếm cách 2: 10 12 14 _ 18,Count by 2: 10 12 14 _ 18,,16,2,Mỗi bước cộng thêm 2
SK03_0167,SK03,fill_blank,Đếm cách 2: 12 14 16 _ 20,Count by 2: 12 14 16 _ 20,,18,2,Mỗi bước cộng thêm 2
SK03_0168,SK03,fill_blank,Đếm cách 2: 14 16 18 _ 22,Count by 2: 14 16 18 _ 22,,20,2,Mỗi bước cộng thêm 2
SK03_0169,SK03,fill_blank,Đếm cách 2: 16 18 20 _ 24,Count by 2: 16 18 20 _ 24,,22,2,Mỗi bước cộng thêm 2
SK03_0170,SK03,fill_blank,Đếm cách 2: 18 20 22 _ 26,Count by 2: 18 20 22 _ 26,,24,2,Mỗi bước cộng thêm 2
SK03_0171,SK03,fill_blank,Đếm cách 2: 20 22 24 _ 28,Count by 2: 20 22 24 _ 28,,26,2,Mỗi bước cộng thêm 2
SK03_0172,SK03,fill_blank,Đếm cách 5: 0 5 _ 15,Count by 5: 0 5 _ 15,,10,2,Mỗi bước cộng thêm 5
SK03_0173,SK03,fill_blank,Đếm cách 5: 5 10 _ 20,Count by 5: 5 10 _ 20,,15,2,Mỗi bước cộng thêm 5
SK03_0174,SK03,fill_blank,Đếm cách 5: 10 15 _ 25,Count by 5: 10 15 _ 25,,20,2,Mỗi bước cộng thêm 5
SK03_0175,SK03,fill_blank,Đếm cách 5: 15 20 _ 30,Count by 5: 15 20 _ 30,,25,2,Mỗi bước cộng thêm 5
SK03_0176,SK03,fill_blank,Đếm cách 5: 20 25 _ 35,Count by 5: 20 25 _ 35,,30,2,Mỗi bước cộng thêm 5
SK03_0177,SK03,fill_blank,Đếm cách 5: 25 30 _ 40,Count by 5: 25 30 _ 40,,35,2,Mỗi bước cộng thêm 5
